,Stock Name,3M Price Chart,Market Cap (Cr),LTPLast Traded Price,Day High Low (%),Week High Low (%),Month High Low (%),Qtr High Low(%),1 Year High low(%),3 Year High low(%),5 Year High low(%),10 Year High low(%)
437,Muthoot Finance Ltd.,,52499.5,1307.8,L  2.3%  H  1289.5  1309.9,L  3.1%  H  1250  1309.9,L  13.3%  H  1141.0  1309.9,L  26.6%  H  1003.3  1309.9,L  31.7%  H  911.3  1309.9,L  20.9%  H  911.3  1722.0,L  232.8%  H  356  1722.0,L  1271.5%  H  72.6  1722.0
438,Natco Pharma Ltd.,,12788.4,714.0,L  4.8%  H  687.5  722.0,L  4.8%  H  667.8  722.0,L  15.2%  H  620  722.0,L  24.4%  H  551  722.0,L  9.9%  H  502  778.9,L  6.0%  H  502  1189,L  -10.6%  H  402.6  1189,L  628.3%  H  98  1189
439,National Aluminium Company...,,16401.1,89.3,L  5.6%  H  85.2  89.6,L  7.7%  H  82.7  89.6,L  4.4%  H  80.7  89.6,L  12.2%  H  79.2  89.6,L  26.5%  H  67.0  89.6,L  162.6%  H  29.1  132.7,L  51.4%  H  24.4  132.7,L  201.7%  H  24.2  132.7
440,Info Edge (India) Ltd.,,60985.2,4720.8,L  2.1%  H  4611  4737.9,L  7.2%  H  4325.1  4737.9,L  9.5%  H  4270.2  4737.9,L  23.6%  H  3592.3  4737.9,L  22.9%  H  3308.2  4737.9,L  63.0%  H  2906  7465.4,L  266.5%  H  1230  7465.4,L  1526.2%  H  280.3  7465.4
441,Navin Fluorine Internation...,,21826.6,4403.1,L  1.6%  H  4333  4412,L  -2.9%  H  4206.3  4539.0,L  -4.9%  H  4206.3  4699,L  -2.7%  H  4206.3  4950,L  19.5%  H  3667.9  4950,L  163.1%  H  1655  4950,L  579.7%  H  570  4950,L  13561.3%  H  30.5  4950
442,NBCC (India) Ltd.,,7407,41.2,L  1.1%  H  40.8  41.6,L  2.5%  H  40  42.2,L  -1.0%  H  38.2  42.2,L  7.9%  H  37.7  44.7,L  36.0%  H  29.8  44.7,L  70.0%  H  22.2  59.8,L  -37.1%  H  14.1  79.6,L  365.0%  H  6.4  145.7
443,NCC Ltd.,,8610.9,137.2,L  4.4%  H  130.9  139,L  7.7%  H  125.1  139,L  10.3%  H  117.4  139,L  27.6%  H  99.7  139,L  139.8%  H  55.6  139,L  332.6%  H  27.5  139,L  54.8%  H  15.9  139,L  383.8%  H  15.9  141.4
444,Go Fashion (India) Ltd.,,6105.4,1130.5,L  1.0%  H  1122  1137.5,L  3.1%  H  1090  1145,L  2.1%  H  1090  1153,L  12.1%  H  982  1275,L  15.5%  H  876.1  1453,L  ;  H  847.3  1453,L  ;  H  847.3  1453,L  ;  H  847.3  1453
445,Nestle India Ltd.,,223087.1,23138.1,L  1.4%  H  22800  23200,L  1.0%  H  22550  23200,L  1.8%  H  22453.7  23392.5,L  18.9%  H  19502.2  23392.5,L  26%  H  17880  23392.5,L  36.9%  H  15100  23392.5,L  128.1%  H  9047.1  23392.5,L  328.5%  H  4525  23392.5
446,TeamLease Services Ltd.,,4082.6,2434.7,L  1.7%  H  2390  2459.9,L  2.5%  H  2367.1  2459.9,L  3.3%  H  2310.7  2538.7,L  11.1%  H  2007.3  2538.7,L  -30.8%  H  2007.3  3812.1,L  35.2%  H  1758.4  5550,L  -16.6%  H  1415.4  5550,L  ;  H  806.7  5550
447,Network 18 Media & Investm...,,6648.1,63.5,L  1.1%  H  62.5  64.1,L  -1.0%  H  61.8  65.7,L  -0.6%  H  61.6  68.3,L  15.0%  H  53.2  68.3,L  -9.0%  H  45  78.4,L  44.2%  H  31.4  117.5,L  50.7%  H  14.7  117.5,L  89.3%  H  14.7  117.5
448,NLC India Ltd.,,16348.4,117.9,L  1.6%  H  114.1  118.2,L  9.5%  H  107  118.2,L  18.0%  H  95.8  118.2,L  48.4%  H  77.6  118.2,L  76.6%  H  65  118.2,L  165.8%  H  44.2  118.2,L  64.8%  H  35.0  118.2,L  102.2%  H  35.0  122.9
449,NHPC Ltd.,,46106.7,45.9,L  -0.2%  H  44.9  46.3,L  -0.4%  H  44.9  49.2,L  1.1%  H  44.4  49.2,L  7.1%  H  41.8  49.2,L  34.2%  H  32.8  49.2,L  128.9%  H  19.7  49.2,L  92.5%  H  15.1  49.2,L  156.4%  H  14.8  49.2
450,Laxmi Organic Industries Ltd.,,6692.5,252.0,L  2.2%  H  246.7  253.6,L  -3.3%  H  246  261.8,L  -5.0%  H  246  273.5,L  -5.5%  H  243  301.5,L  -9.7%  H  220.5  395.8,L  ;  H  143.3  628,L  ;  H  143.3  628,L  ;  H  143.3  628
451,Coforge Ltd.,,30095.1,4925.8,L  3.6%  H  4779.0  4966.4,L  5.0%  H  4570  4966.4,L  6.6%  H  4392.3  4966.4,L  22.3%  H  3752  4966.4,L  44.2%  H  3210.1  4966.4,L  219.5%  H  1558.5  6135,L  333.2%  H  735.4  6135,L  1758.8%  H  235  6135
452,Anupam Rasayan India Ltd.,,10955.0,1018.7,L  -2%  H  1015  1044.9,L  2.6%  H  978  1070,L  -5.1%  H  966  1102.3,L  3%  H  966  1234,L  37.4%  H  570  1234,L  ;  H  474  1234,L  ;  H  474  1234,L  ;  H  474  1234
453,Computer Age Management Se...,,11136.2,2272.1,L  1.4%  H  2236.2  2279,L  -0.6%  H  2220.2  2310,L  4.0%  H  2132  2345,L  6.3%  H  2026.2  2345,L  -2.0%  H  2010  2690,L  ;  H  1260  4067.4,L  ;  H  1260  4067.4,L  ;  H  1260  4067.4
454,NOCIL Ltd.,,3519.6,211.2,L  1.5%  H  208.1  212.8,L  1.1%  H  204.4  213.9,L  -3.9%  H  204.4  225,L  -4.1%  H  204.4  239.9,L  -24.5%  H  199.1  294.9,L  103.1%  H  101.3  321.3,L  16.2%  H  45  321.3,L  1392.6%  H  12.1  321.3
455,Adani Green Energy Ltd.,,152890.8,965.2,L  1.9%  H  946.0  968.3,L  1.5%  H  935.3  973,L  0.8%  H  897.7  991,L  2.6%  H  818.6  1038.2,L  -53.8%  H  439.1  2572,L  177.3%  H  305.6  3050,L  2969.0%  H  28.1  3050,L  ;  H  22.8  3050
456,MTAR Technologies Ltd.,,6499.7,2113.1,L  0.7%  H  2101.2  2150,L  10.7%  H  1901.1  2157.6,L  10.1%  H  1884.1  2157.6,L  23.3%  H  1692.2  2157.6,L  71.5%  H  1205  2157.6,L  ;  H  860  2563.3,L  ;  H  860  2563.3,L  ;  H  860  2563.3
457,NTPC Ltd.,,181764.0,187.5,L  -0.2%  H  184.8  188.4,L  -2.7%  H  184.8  194.8,L  0.1%  H  183.4  197.8,L  8.3%  H  166.8  197.8,L  26.4%  H  147.4  197.8,L  113.9%  H  78.1  197.8,L  47.1%  H  73.2  197.8,L  54.0%  H  73.2  197.8
458,Oberoi Realty Ltd.,,38550.9,1060.3,L  3.1%  H  1027.5  1065.9,L  3.9%  H  1004.4  1065.9,L  4.0%  H  975  1065.9,L  16.0%  H  869.3  1065.9,L  27.1%  H  790.1  1089.0,L  187.7%  H  330.9  1089.0,L  122.4%  H  290  1089.0,L  400.8%  H  153.2  1089.0
459,Oracle Financial Services ...,,34782.6,4021.5,L  4.6%  H  3848.8  4030.0,L  5.7%  H  3737.3  4030.0,L  3.5%  H  3737.3  4030.0,L  21.8%  H  3227.9  4030.0,L  26.8%  H  2883.3  4030.0,L  38.5%  H  2880  5145,L  2.1%  H  1506  5145,L  45.8%  H  1506  5145
460,Oil India Ltd.,,27766.2,256.1,L  0.1%  H  255.4  258,L  1.1%  H  253  258,L  1.2%  H  240.8  258,L  -1.7%  H  240.8  274.1,L  43.9%  H  167.9  274.1,L  169.1%  H  83.5  306,L  24.9%  H  63.5  306,L  -4.5%  H  63.5  335.0
461,HDFC Asset Management Comp...,,50801.5,2379.8,L  2.2%  H  2328.7  2386.6,L  5.6%  H  2218.6  2386.6,L  23.1%  H  1885.6  2386.6,L  32.8%  H  1728  2386.6,L  25.4%  H  1589.5  2386.6,L  -2.5%  H  1589.5  3365,L  ;  H  1250  3844,L  ;  H  1250  3844
462,Oil And Natural Gas Corpor...,,217202.5,169.3,L  0.9%  H  168.2  169.8,L  3.5%  H  162.5  169.8,L  7.2%  H  155.4  169.8,L  6.6%  H  150.1  169.8,L  33.1%  H  121.5  169.8,L  118.8%  H  64.1  195.0,L  9.8%  H  50  195.0,L  -14.4%  H  50  314.6
463,Infibeam Avenues Ltd.,,4110.4,15.4,L  2.7%  H  14.9  15.6,L  -3.2%  H  14.8  16.0,L  0.7%  H  14.8  17.0,L  10.0%  H  13.3  17.0,L  15.4%  H  12.9  20.4,L  -10.9%  H  12.5  29.2,L  -61.0%  H  6.6  60.7,L  ;  H  6.6  60.7
464,Sapphire Foods India Ltd.,,8937.1,1405.3,L  1.5%  H  1387.6  1419,L  1.1%  H  1355.0  1419,L  1.0%  H  1345.1  1449,L  18.0%  H  1162.4  1465,L  27.8%  H  1081.6  1574,L  ;  H  909  1574,L  ;  H  909  1574,L  ;  H  909  1574
465,Avenue Supermarts Ltd.,,249800.2,3838.8,L  0.5%  H  3782  3881.9,L  0.8%  H  3757  3881.9,L  3.6%  H  3723.3  4150,L  9.7%  H  3352  4150,L  -2.2%  H  3292  4609,L  78.1%  H  1954.9  5900,L  143.6%  H  1125.8  5900,L  ;  H  558.3  5900
466,Tube Investments of India ...,,63529.7,3287.3,L  1.8%  H  3255.5  3327.2,L  3.2%  H  3125  3385.9,L  16.0%  H  2805.1  3398.7,L  26.5%  H  2485  3398.7,L  65.1%  H  1981  3398.7,L  628.6%  H  445.1  3398.7,L  1292.0%  H  222.3  3398.7,L  2215.0%  H  125.1  3398.7
467,RHI Magnesita India Ltd.,,12669.9,613.6,L  0.5%  H  607.5  617.9,L  -1.1%  H  607.5  636.4,L  -9.9%  H  607.5  698.2,L  -6.1%  H  593  714,L  12.2%  H  455.7  892.9,L  262.6%  H  163  892.9,L  250.4%  H  108  892.9,L  2215.3%  H  23.1  892.9
468,Page Industries Ltd.,,40906.1,36674.3,L  1.1%  H  36431.0  36995.4,L  0.3%  H  35866.1  36995.4,L  -4.7%  H  35866.1  39039,L  -2.7%  H  34952.7  43570,L  -16.1%  H  34952.7  54349.1,L  88.1%  H  17685  54349.1,L  29.1%  H  16254  54349.1,L  731.3%  H  3850  54349.1
469,C.E. Info Systems Ltd.,,7660.1,1427.5,L  6.6%  H  1345  1476.7,L  17.3%  H  1200.1  1476.7,L  18.9%  H  1152.5  1476.7,L  38.9%  H  984.1  1476.7,L  -1.2%  H  984.1  1488,L  ;  H  984.1  1917.4,L  ;  H  984.1  1917.4,L  ;  H  984.1  1917.4
470,Metro Brands Ltd.,,29249.5,1076.4,L  1.4%  H  1061.7  1090,L  6.1%  H  994.7  1090,L  12.0%  H  929  1090,L  34.5%  H  790.9  1090,L  94.3%  H  551  1090,L  ;  H  426  1090,L  ;  H  426  1090,L  ;  H  426  1090
471,Central Depository Service...,,12625.2,1208.2,L  1.3%  H  1186.4  1218,L  2.5%  H  1181.5  1242,L  19.2%  H  1019.0  1242,L  20.9%  H  973.5  1242,L  10.1%  H  880.9  1451.9,L  306.2%  H  286.5  1734.4,L  351.9%  H  179.8  1734.4,L  ;  H  179.8  1734.4
472,Crompton Greaves Consumer ...,,18704.2,292.4,L  0.9%  H  289.4  293.8,L  2.2%  H  286  301.4,L  1.6%  H  281.5  301.4,L  -1.0%  H  251  301.4,L  -24.8%  H  251  429,L  20.3%  H  238  512.8,L  25.9%  H  177.3  512.8,L  ;  H  125  512.8
473,Dixon Technologies (India)...,,25728.5,4319.8,L  0.5%  H  4294.7  4430,L  1.8%  H  4221.0  4430,L  -1.2%  H  4145.2  4730,L  44.8%  H  2820  4730,L  16.8%  H  2553  4730,L  239.5%  H  1274  6243.6,L  640.5%  H  312  6243.6,L  ;  H  312  6243.6
474,Sterling and Wilson Renewa...,,5469.8,288.4,L  -1.2%  H  286.5  297.7,L  0.5%  H  285.9  297.7,L  -9.6%  H  284.3  320.7,L  -3.4%  H  277.1  330,L  -0.1%  H  256.3  362.1,L  32.1%  H  183.5  509.1,L  ;  H  69.7  753.5,L  ;  H  69.7  753.5
475,Prince Pipes & Fittings Ltd.,,6949.3,628.6,L  -0.8%  H  627  638.3,L  -2.2%  H  627  650.8,L  -4.8%  H  627  695.7,L  6.3%  H  564.6  695.7,L  6.0%  H  510  695.7,L  503.5%  H  102.1  897,L  ;  H  75.3  897,L  ;  H  75.3  897
476,Persistent Systems Ltd.,,37631.7,4924.0,L  3.4%  H  4774  4939,L  2.0%  H  4646.5  4939,L  -0.8%  H  4646.5  5055,L  12.1%  H  3962.1  5279.0,L  55.2%  H  3092.1  5279.0,L  568.5%  H  708  5279.0,L  500.9%  H  420.1  5279.0,L  1814.5%  H  253.4  5279.0
477,Piramal Pharma Ltd.,,11050.1,92.6,L  0.8%  H  91.4  92.9,L  0.8%  H  91.1  94.2,L  1.5%  H  89.3  97.8,L  29.5%  H  69.6  97.8,L  ;  H  63.1  200,L  ;  H  63.1  200,L  ;  H  63.1  200,L  ;  H  63.1  200
478,KSB Ltd.,,7233.1,2078.0,L  2.3%  H  2031.7  2087.7,L  -1.5%  H  2013.4  2132,L  -3.0%  H  2013.4  2265,L  -7.2%  H  2013.4  2357,L  43.8%  H  1411.5  2357,L  278.7%  H  427.5  2357,L  158.6%  H  386  2357,L  881.6%  H  190  2357
479,Data Patterns (India) Ltd.,,11345.2,2026.5,L  -3.3%  H  1980.1  2174,L  6.8%  H  1865.7  2250,L  16.8%  H  1735  2250,L  21.6%  H  1512  2250,L  177.7%  H  706  2250,L  ;  H  575  2250,L  ;  H  575  2250,L  ;  H  575  2250
480,Global Health Ltd.,,18848.5,702.6,L  1.6%  H  683.5  706,L  1.7%  H  681.4  716.7,L  7.4%  H  629  716.7,L  43.6%  H  483.1  716.7,L  ;  H  390.6  716.7,L  ;  H  390.6  716.7,L  ;  H  390.6  716.7,L  ;  H  390.6  716.7
481,Aarti Industries Ltd.,,16432.3,453.3,L  1.1%  H  445.9  454.2,L  -4.0%  H  445  476,L  -12.5%  H  445  539.3,L  -17.2%  H  445  571.7,L  -37.6%  H  445  924.4,L  -1.2%  H  445  1168,L  46.3%  H  275  1168,L  2177.9%  H  16  1168
482,BLS International Services...,,9019.6,219.6,L  0.3%  H  216.5  221.0,L  6.2%  H  206.2  226.3,L  12.9%  H  191.5  226.3,L  27.1%  H  166.3  226.3,L  109.1%  H  105.1  226.3,L  1315.5%  H  15.1  226.3,L  415.3%  H  6.8  226.3,L  ;  H  6.8  226.3
483,Tamilnad Mercantile Bank Ltd.,,6669.0,421.2,L  -1.1%  H  416.1  430,L  -3.2%  H  416.1  437.2,L  2.7%  H  402.4  455,L  3.6%  H  401.2  455,L  ;  H  399  548.5,L  ;  H  399  548.5,L  ;  H  399  548.5,L  ;  H  399  548.5
484,Archean Chemical Industrie...,,6521.2,530.0,L  -0.7%  H  526.7  537,L  -0.9%  H  526.7  548.3,L  -6.2%  H  510  577.5,L  -9.2%  H  510  609.4,L  ;  H  440.2  731.8,L  ;  H  440.2  731.8,L  ;  H  440.2  731.8,L  ;  H  440.2  731.8
485,Adani Power Ltd.,,93299.4,241.9,L  2.0%  H  236  242.7,L  -0.8%  H  235.9  249.4,L  -8.8%  H  231  274.2,L  27.9%  H  185.2  286,L  -14.7%  H  132.4  432.5,L  577.6%  H  34.5  432.5,L  1121.7%  H  18.9  432.5,L  516.3%  H  15.2  432.5
486,Jindal Worldwide Ltd.,,6386.6,318.5,L  1.4%  H  311.8  324.9,L  -1.8%  H  311.8  328,L  -5.9%  H  303  343.0,L  -8.6%  H  303  379.9,L  39.6%  H  193.9  476.7,L  562.9%  H  42.4  476.7,L  216.5%  H  23.3  476.7,L  3302.8%  H  5.6  476.7
487,Craftsman Automation Ltd.,,9597.7,4542.6,L  10.0%  H  4130.1  4644.7,L  15.0%  H  3926  4644.7,L  12.1%  H  3915.3  4644.7,L  46.7%  H  3015.6  4644.7,L  85.7%  H  2385  4644.7,L  ;  H  1245  4644.7,L  ;  H  1245  4644.7,L  ;  H  1245  4644.7
488,NMDC Ltd.,,33115.8,113.0,L  1.4%  H  111.1  113.2,L  5.7%  H  106.4  113.5,L  3.7%  H  103.8  113.5,L  1.5%  H  103.8  114.6,L  11.2%  H  92.3  137.5,L  36.9%  H  75.6  213.2,L  13.3%  H  61.6  213.2,L  5.5%  H  61.6  213.2
489,Keystone Realtors Ltd.,,6885.6,604.7,L  -0.6%  H  601.2  622.0,L  4.6%  H  586.5  627,L  7.6%  H  532.4  627,L  32.8%  H  416.1  627,L  ;  H  416.1  627,L  ;  H  416.1  627,L  ;  H  416.1  627,L  ;  H  416.1  627
490,Meghmani Finechem Ltd.,,4203.2,1011.6,L  1.7%  H  996  1020.0,L  -2.6%  H  975  1047.1,L  -1.9%  H  975  1183.9,L  -0.1%  H  901  1183.9,L  -28.5%  H  815  1736,L  ;  H  387.1  1736,L  ;  H  387.1  1736,L  ;  H  387.1  1736
491,Kennametal India Ltd.,,5796.1,2637.2,L  0.4%  H  2610  2654,L  -1.2%  H  2595.1  2725,L  2.3%  H  2552.1  2818,L  15.7%  H  2113.9  2818,L  33.4%  H  1952.5  2890,L  256.5%  H  699.3  2890,L  ;  H  590.1  2890,L  ;  H  590.1  2890
492,Apar Industries Ltd.,,13498.1,3527.2,L  1.7%  H  3492.1  3560,L  1.3%  H  3370  3589.8,L  19.9%  H  2945.4  3610,L  27.2%  H  2501.1  3610,L  278.9%  H  933.1  3610,L  1001.7%  H  280.6  3610,L  444.3%  H  239.2  3610,L  3193.4%  H  82.4  3610
493,Bikaji Foods International...,,10709.0,429.2,L  4.3%  H  410.1  432.7,L  3.3%  H  404.1  432.7,L  3.3%  H  403.3  447.3,L  20.1%  H  355.4  447.3,L  ;  H  303  447.4,L  ;  H  303  447.4,L  ;  H  303  447.4,L  ;  H  303  447.4
494,Five-Star Business Finance...,,18631.4,639.3,L  -1.2%  H  635.2  655,L  -3.9%  H  635.2  677.7,L  5.9%  H  589  689,L  22.1%  H  511.6  689,L  ;  H  448.2  689,L  ;  H  448.2  689,L  ;  H  448.2  689,L  ;  H  448.2  689
495,Ingersoll-Rand (India) Ltd.,,9086.5,2878.4,L  0.7%  H  2850  2883,L  4.2%  H  2718.1  2893,L  1.6%  H  2718.1  3075.6,L  4.2%  H  2439.8  3075.6,L  91.3%  H  1511.1  3075.6,L  366.4%  H  555  3075.6,L  450.8%  H  469  3075.6,L  656.2%  H  295.3  3075.6
496,KFIN Technologies Ltd.,,6370.9,375.0,L  -1.3%  H  373  382.4,L  5.1%  H  350.6  389.7,L  3.0%  H  335.1  389.7,L  26.6%  H  287  389.7,L  ;  H  272  389.7,L  ;  H  272  389.7,L  ;  H  272  389.7,L  ;  H  272  389.7
497,Piramal Enterprises Ltd.,,23754.2,995.3,L  2.2%  H  975.3  1004,L  7.4%  H  918.4  1004,L  24.4%  H  772.3  1004,L  41.9%  H  696.6  1004,L  -40.2%  H  630.5  2084.1,L  -28.4%  H  630.5  3015.0,L  -60.5%  H  606.9  3308.0,L  72.1%  H  475.3  3308.0
498,Mankind Pharma Ltd.,,72903.1,1819.9,L  0.0%  H  1810.2  1854,L  5.0%  H  1717.8  1897.9,L  12.3%  H  1585  1897.9,L  ;  H  1242  1897.9,L  ;  H  1242  1897.9,L  ;  H  1242  1897.9,L  ;  H  1242  1897.9,L  ;  H  1242  1897.9
